Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
12/08/16,17h00,Bastia,Paris SG,0,1,A,0,0,D,,10,9,0,6,15,16,2,6,3,3,0,0
12/08/16,21h00,Monaco,Guingamp,2,2,D,0,2,A,,18,9,4,5,14,15,8,2,3,4,0,0
13/08/16,21h00,Bordeaux,St Etienne,3,2,H,1,0,H,,10,14,6,5,9,20,3,6,1,2,0,0
13/08/16,17h00,Caen,Lorient,3,2,H,2,2,D,,15,8,6,2,13,9,10,2,1,2,0,1
13/08/16,17h00,Dijon,Nantes,0,1,A,0,0,D,,6,10,2,3,6,11,3,4,0,2,0,0
13/08/16,17h00,Metz,Lille,3,2,H,0,1,A,,7,13,3,4,13,9,4,5,2,2,0,0
13/08/16,17h00,Montpellier,Angers,1,0,H,1,0,H,,14,12,3,2,9,12,7,2,1,2,0,0
14/08/16,17h00,Marseille,Toulouse,0,0,D,0,0,D,,10,6,2,2,14,12,9,6,3,1,0,0
14/08/16,21h00,Nancy,Lyon,0,3,A,0,2,A,,11,9,1,7,18,14,4,4,4,2,0,0
14/08/16,21h00,Nice,Rennes,1,0,H,0,0,D,,7,19,1,4,12,9,4,8,0,1,0,0
19/08/16,21h00,Lyon,Caen,2,0,H,1,0,H,,21,7,7,1,17,14,13,3,3,4,0,0
20/08/16,19h00,Angers,Nice,0,1,A,0,1,A,,21,14,6,8,11,10,10,3,1,2,0,0
20/08/16,17h00,Lille,Dijon,1,0,H,0,0,D,,10,7,3,2,12,15,6,5,1,2,0,0
20/08/16,19h00,Lorient,Bastia,0,3,A,0,2,A,,10,16,3,7,15,11,2,5,2,4,2,0
20/08/16,17h00,Nantes,Monaco,0,1,A,0,1,A,,8,8,2,3,15,18,10,3,2,4,0,0
20/08/16,17h00,Rennes,Nancy,2,0,H,1,0,H,,9,8,3,1,11,8,3,7,4,2,0,0
20/08/16,19h00,Toulouse,Bordeaux,4,1,H,2,0,H,,11,9,5,2,19,14,3,6,1,3,0,1
21/08/16,21h00,Guingamp,Marseille,2,1,H,1,0,H,,14,8,4,3,9,15,4,6,0,1,0,0
21/08/16,21h00,Paris SG,Metz,3,0,H,0,0,D,,29,11,8,6,10,6,15,2,1,1,0,0
21/08/16,17h00,St Etienne,Montpellier,3,1,H,0,1,A,,14,13,5,3,9,12,4,6,1,1,0,0
26/08/16,21h00,Marseille,Lorient,2,0,H,1,0,H,,13,10,8,5,15,11,3,4,1,1,0,0
27/08/16,19h00,Caen,Bastia,2,0,H,0,0,D,,17,5,4,1,15,20,5,2,1,5,0,0
27/08/16,19h00,Dijon,Lyon,4,2,H,2,2,D,,8,25,5,9,11,9,2,10,2,2,0,0
27/08/16,17h00,Metz,Angers,2,0,H,1,0,H,,7,23,2,7,9,11,5,9,2,2,0,0
27/08/16,19h00,Montpellier,Rennes,1,1,D,1,0,H,,11,12,5,2,13,16,4,4,1,2,0,0
27/08/16,19h00,Nancy,Guingamp,0,2,A,0,0,D,,19,14,3,6,9,10,5,3,2,1,0,0
27/08/16,17h00,Nice,Lille,1,1,D,1,1,D,,13,8,6,3,13,13,4,6,2,2,0,0
28/08/16,21h00,Bordeaux,Nantes,1,0,H,1,0,H,,9,16,7,6,16,16,4,8,2,1,0,0
28/08/16,21h00,Monaco,Paris SG,3,1,H,2,0,H,,9,6,2,2,9,10,2,7,1,2,0,0
28/08/16,17h00,St Etienne,Toulouse,0,0,D,0,0,D,,16,9,3,2,9,16,7,4,2,1,0,0
09/09/16,17h00,Paris SG,St Etienne,1,1,D,0,0,D,,15,5,4,2,11,13,4,1,2,4,0,0
10/09/16,21h00,Angers,Dijon,3,1,H,1,1,D,,13,7,7,2,13,9,6,1,1,2,1,1
10/09/16,19h00,Bastia,Toulouse,2,1,H,1,0,H,,5,8,4,3,15,21,5,1,4,4,0,0
10/09/16,19h00,Guingamp,Montpellier,1,1,D,1,1,D,,12,5,4,2,14,14,7,3,1,1,0,0
10/09/16,19h00,Lille,Monaco,1,4,A,0,2,A,,6,9,3,6,19,13,8,1,3,1,0,0
10/09/16,17h00,Lorient,Nancy,0,2,A,0,1,A,,9,7,2,3,11,20,8,3,0,5,0,0
10/09/16,19h00,Lyon,Bordeaux,1,3,A,1,1,D,,11,10,4,6,14,7,4,4,2,1,1,0
11/09/16,21h00,Nantes,Metz,0,3,A,0,2,A,,13,10,3,4,8,19,8,3,1,4,0,0
11/09/16,21h00,Nice,Marseille,3,2,H,1,1,D,,18,14,7,5,10,15,6,3,2,3,0,0
11/09/16,21h00,Rennes,Caen,2,0,H,0,0,D,,5,8,4,4,12,7,2,8,2,1,0,0
16/09/16,19h00,Caen,Paris SG,0,6,A,0,4,A,,13,21,1,7,9,10,4,3,1,1,0,0
17/09/16,19h00,Bordeaux,Angers,0,1,A,0,1,A,,10,5,4,5,9,17,3,5,0,4,1,0
17/09/16,19h00,Dijon,Metz,0,0,D,0,0,D,,16,7,6,3,15,18,8,3,4,3,0,1
17/09/16,17h00,Lorient,Lille,1,0,H,0,0,D,,9,10,4,0,12,10,4,2,2,2,0,0
17/09/16,19h00,Monaco,Rennes,3,0,H,1,0,H,,17,5,7,3,13,10,3,4,1,1,0,0
17/09/16,21h00,Nancy,Nantes,1,1,D,0,0,D,,9,14,2,5,10,18,2,2,0,0,0,0
17/09/16,19h00,Toulouse,Guingamp,2,1,H,0,0,D,,13,5,5,3,18,11,8,1,4,3,0,1
18/09/16,21h00,Marseille,Lyon,0,0,D,0,0,D,,13,14,2,1,16,12,6,1,3,2,0,0
18/09/16,21h00,Montpellier,Nice,1,1,D,0,0,D,,15,9,5,4,18,12,6,3,1,1,0,0
18/09/16,21h00,St Etienne,Bastia,1,0,H,0,0,D,,13,9,3,3,19,11,4,4,2,4,0,0
20/09/16,21h00,Lille,Toulouse,1,2,A,1,1,D,,19,7,5,2,13,21,5,3,2,5,0,0
20/09/16,21h00,Paris SG,Dijon,3,0,H,2,0,H,,8,8,4,4,8,7,5,4,1,0,0,0
21/09/16,21h00,Angers,Caen,2,1,H,1,0,H,,13,6,5,1,12,11,1,4,0,1,0,0
21/09/16,17h00,Bastia,Nancy,0,0,D,0,0,D,,10,4,5,2,12,19,5,3,0,0,0,0
21/09/16,17h00,Guingamp,Lorient,1,0,H,0,0,D,,8,13,4,3,10,14,4,7,1,2,0,0
21/09/16,17h00,Lyon,Montpellier,5,1,H,2,1,H,,16,8,8,2,10,15,11,1,0,1,0,1
21/09/16,21h00,Metz,Bordeaux,0,3,A,0,1,A,,12,20,4,7,16,4,1,6,2,0,0,0
21/09/16,19h00,Nantes,St Etienne,0,0,D,0,0,D,,17,6,6,0,16,14,6,2,4,0,0,1
21/09/16,19h00,Nice,Monaco,4,0,H,2,0,H,,9,17,7,7,12,16,2,6,1,1,0,1
21/09/16,17h00,Rennes,Marseille,3,2,H,1,1,D,,13,8,5,4,11,24,4,4,1,1,0,1
23/09/16,19h00,Toulouse,Paris SG,2,0,H,0,0,D,,11,12,3,3,12,11,3,7,3,1,0,1
24/09/16,17h00,Bastia,Guingamp,1,0,H,0,0,D,,11,3,6,3,17,17,5,1,1,1,1,1
24/09/16,19h00,Bordeaux,Caen,0,0,D,0,0,D,,12,13,2,4,7,16,4,5,0,2,0,0
24/09/16,21h00,Dijon,Rennes,3,0,H,2,0,H,,15,19,5,4,7,12,7,3,1,1,0,0
24/09/16,21h00,Lorient,Lyon,1,0,H,0,0,D,,11,18,2,8,13,8,3,8,2,1,0,0
24/09/16,19h00,Monaco,Angers,2,1,H,0,0,D,,13,11,4,4,10,9,12,7,1,1,0,0
24/09/16,21h00,Montpellier,Metz,0,1,A,0,1,A,,16,4,2,3,14,20,7,5,2,3,0,0
25/09/16,21h00,Marseille,Nantes,2,1,H,1,1,D,,14,13,5,4,13,17,5,5,1,3,0,0
25/09/16,21h00,Nancy,Nice,0,1,A,0,0,D,,15,13,0,4,17,16,6,2,3,1,0,0
25/09/16,19h00,St Etienne,Lille,3,1,H,0,0,D,,9,12,3,3,17,15,4,5,3,1,0,1
30/09/16,17h00,Rennes,Guingamp,1,0,H,0,0,D,,13,6,3,1,10,12,6,2,2,1,0,1
01/10/16,19h00,Caen,Toulouse,1,0,H,0,0,D,,12,9,3,1,11,17,4,2,1,6,0,0
01/10/16,21h00,Dijon,Montpellier,3,3,D,1,2,A,,8,15,6,6,12,12,5,4,2,2,0,0
01/10/16,17h00,Lille,Nancy,1,0,H,0,0,D,,14,5,4,3,14,12,8,4,2,3,0,0
01/10/16,21h00,Metz,Monaco,0,7,A,0,3,A,,14,14,2,9,14,12,7,4,2,1,1,0
01/10/16,19h00,Nantes,Bastia,1,0,H,1,0,H,,20,12,8,6,19,9,3,2,4,3,0,0
01/10/16,19h00,Paris SG,Bordeaux,2,0,H,2,0,H,,14,6,7,2,8,9,11,2,1,1,0,0
02/10/16,17h00,Angers,Marseille,1,1,D,0,0,D,,17,9,5,2,6,12,3,7,1,0,0,0
02/10/16,21h00,Lyon,St Etienne,2,0,H,1,0,H,,14,11,7,3,18,15,7,7,3,1,0,0
02/10/16,19h00,Nice,Lorient,2,1,H,1,0,H,,8,17,2,4,9,14,3,5,2,3,1,0
14/10/16,19h00,Nice,Lyon,2,0,H,1,0,H,,16,4,6,3,13,22,1,4,3,3,0,1
14/10/16,17h00,Toulouse,Monaco,3,1,H,0,1,A,,17,4,6,1,14,17,6,1,2,1,0,0
15/10/16,17h00,Bastia,Angers,1,2,A,1,1,D,,12,7,3,3,8,11,6,4,2,0,0,0
15/10/16,17h00,Guingamp,Lille,1,0,H,1,0,H,,13,12,4,3,13,21,7,0,1,0,0,0
15/10/16,21h00,Lorient,Nantes,1,2,A,0,1,A,,15,5,5,3,12,9,6,1,4,4,0,0
15/10/16,17h00,Montpellier,Caen,3,2,H,1,1,D,,11,12,7,5,13,6,5,2,0,0,1,0
15/10/16,19h00,Nancy,Paris SG,1,2,A,0,2,A,,6,7,3,3,16,10,4,1,1,1,0,0
16/10/16,17h00,Marseille,Metz,1,0,H,1,0,H,,16,11,6,1,14,10,2,6,1,2,0,0
16/10/16,21h00,Rennes,Bordeaux,1,1,D,1,0,H,,15,7,4,1,15,11,8,3,1,2,0,0
16/10/16,17h00,St Etienne,Dijon,1,1,D,0,1,A,,17,11,3,3,11,8,10,4,1,3,0,1
21/10/16,19h00,Monaco,Montpellier,6,2,H,1,1,D,,14,9,9,3,14,10,6,2,2,0,0,0
22/10/16,17h00,Angers,Toulouse,0,0,D,0,0,D,,11,6,3,2,14,12,4,2,2,4,0,0
22/10/16,19h00,Bordeaux,Nancy,1,1,D,0,0,D,,12,11,2,3,12,16,5,4,1,3,0,0
22/10/16,17h00,Dijon,Lorient,1,0,H,0,0,D,,13,15,3,5,7,14,5,5,1,2,0,0
22/10/16,21h00,Lille,Bastia,2,1,H,0,0,D,,17,5,8,1,17,20,8,4,3,1,0,0
22/10/16,21h00,Lyon,Guingamp,1,3,A,1,0,H,,18,6,6,5,13,20,9,5,1,3,0,0
22/10/16,21h00,Nantes,Rennes,1,2,A,1,0,H,,9,7,4,3,12,8,3,0,1,3,0,0
23/10/16,19h00,Caen,St Etienne,0,2,A,0,0,D,,9,13,1,6,7,13,4,5,1,1,0,0
23/10/16,17h00,Metz,Nice,2,4,A,1,2,A,,9,17,5,8,17,1,4,3,4,0,0,0
23/10/16,19h00,Paris SG,Marseille,0,0,D,0,0,D,,17,0,3,0,4,10,9,0,0,2,0,0
28/10/16,19h00,Lille,Paris SG,0,1,A,0,0,D,,10,17,1,7,21,17,2,4,2,1,0,0
29/10/16,17h00,Bastia,Dijon,0,0,D,0,0,D,,19,8,11,2,11,25,13,5,1,1,0,0
29/10/16,21h00,Guingamp,Angers,1,0,H,0,0,D,,13,15,5,3,9,12,7,5,1,3,0,0
29/10/16,19h00,Lorient,Montpellier,2,2,D,2,1,H,,17,8,3,4,13,9,5,5,2,1,0,0
29/10/16,17h00,Nancy,Caen,2,0,H,2,0,H,,11,14,3,5,17,10,4,3,3,3,0,0
29/10/16,21h00,St Etienne,Monaco,1,1,D,1,1,D,,8,13,2,6,11,15,4,9,0,4,0,0
29/10/16,17h00,Toulouse,Lyon,1,2,A,1,1,D,,12,7,1,3,16,16,3,2,2,2,0,1
30/10/16,17h00,Marseille,Bordeaux,0,0,D,0,0,D,,10,5,3,1,13,8,3,0,1,1,0,0
30/10/16,19h00,Nice,Nantes,4,1,H,2,0,H,,12,16,7,4,12,19,2,4,1,3,0,0
30/10/16,21h00,Rennes,Metz,1,0,H,0,0,D,,10,8,4,2,9,17,3,4,0,3,0,0
04/11/16,21h00,Montpellier,Marseille,3,1,H,2,0,H,,13,10,4,2,10,9,1,5,1,1,0,0
05/11/16,21h00,Angers,Lille,1,0,H,0,0,D,,9,6,1,1,14,12,2,3,0,0,0,0
05/11/16,21h00,Bordeaux,Lorient,2,1,H,1,0,H,,12,9,6,1,2,10,4,7,3,2,0,1
05/11/16,21h00,Dijon,Guingamp,3,3,D,3,1,H,,13,14,7,6,12,17,6,3,0,1,0,0
05/11/16,19h00,Lyon,Bastia,2,1,H,1,0,H,,23,10,7,4,7,14,9,3,1,2,0,2
05/11/16,21h00,Monaco,Nancy,6,0,H,2,0,H,,16,8,8,1,10,18,4,6,0,1,0,0
