Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
10/08/12,19h00,Montpellier,Toulouse,1,1,D,1,0,H,,9,12,2,3,18,25,2,5,1,1,1,2
11/08/12,17h00,Evian Thonon Gaillard,Bordeaux,2,3,A,1,2,A,,9,12,3,9,11,11,5,6,3,3,0,0
11/08/12,19h00,Nancy,Brest,1,0,H,0,0,D,,11,2,5,1,23,22,11,3,1,2,0,0
11/08/12,17h00,Nice,Ajaccio,0,1,A,0,1,A,,8,3,2,2,15,18,7,2,2,4,0,1
11/08/12,21h00,Paris SG,Lorient,2,2,D,0,2,A,,20,12,9,6,11,12,9,2,1,1,0,1
11/08/12,17h00,Rennes,Lyon,0,1,A,0,1,A,,6,9,1,2,9,16,4,2,0,5,1,0
11/08/12,21h00,Sochaux,Bastia,2,3,A,1,0,H,,10,10,5,7,13,24,4,5,1,2,0,0
11/08/12,21h00,St Etienne,Lille,1,2,A,0,0,D,,9,10,4,4,23,12,3,1,2,2,0,0
11/08/12,17h00,Troyes,Valenciennes,0,1,A,0,1,A,,12,5,3,1,9,8,5,2,2,0,0,0
12/08/12,19h00,Reims,Marseille,0,1,A,0,0,D,,14,17,4,8,13,8,10,7,2,1,0,0
17/08/12,21h00,Lille,Nancy,1,1,D,1,1,D,,12,5,4,1,18,18,0,2,2,2,0,1
18/08/12,17h00,Bastia,Reims,2,1,H,0,1,A,,9,3,3,2,13,14,7,2,2,2,0,0
18/08/12,19h00,Brest,Evian Thonon Gaillard,1,0,H,0,0,D,,15,8,4,3,12,15,10,8,2,3,0,0
18/08/12,21h00,Lorient,Montpellier,2,1,H,0,1,A,,12,6,3,4,8,17,4,4,1,3,0,0
18/08/12,21h00,Lyon,Troyes,4,1,H,0,0,D,,24,6,10,2,16,12,10,3,2,0,0,1
18/08/12,19h00,Toulouse,St Etienne,2,1,H,1,0,H,,9,11,7,5,14,12,4,4,3,2,0,0
18/08/12,19h00,Valenciennes,Nice,0,0,D,0,0,D,,8,11,6,4,10,16,8,6,1,3,0,0
19/08/12,21h00,Ajaccio,Paris SG,0,0,D,0,0,D,,10,7,2,3,7,9,7,4,3,2,0,1
19/08/12,19h00,Bordeaux,Rennes,1,0,H,0,0,D,,10,11,4,3,11,13,8,5,1,1,0,0
19/08/12,19h00,Marseille,Sochaux,2,0,H,0,0,D,,23,5,6,2,16,15,9,1,0,0,0,0
24/08/12,17h00,Evian Thonon Gaillard,Lyon,1,1,D,0,0,D,,18,10,3,2,14,16,6,5,2,2,0,0
25/08/12,21h00,Nancy,Toulouse,0,1,A,0,1,A,,9,10,3,5,18,19,4,7,1,3,1,0
25/08/12,21h00,Nice,Lille,2,2,D,1,1,D,,11,10,7,5,19,15,4,7,1,0,0,0
25/08/12,21h00,Reims,Sochaux,1,0,H,0,0,D,,9,9,2,1,20,15,0,2,0,2,0,1
