Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
28/08/99,18h00,Bologna,Torino,0,0,D,0,0,D,,,,,,,,,,,,,
29/08/99,20h45,Fiorentina,Bari,1,0,H,0,0,D,,,,,,,,,,,,,
29/08/99,15h00,Inter,Verona,3,0,H,1,0,H,,,,,,,,,,,,,
29/08/99,20h45,Juventus,Reggina,1,1,D,1,0,H,,,,,,,,,,,,,
29/08/99,20h45,Lecce,Milan,2,2,D,0,0,D,,,,,,,,,,,,,
29/08/99,18h00,Perugia,Parma,1,1,D,0,0,D,,,,,,,,,,,,,
29/08/99,15h00,Piacenza,Roma,1,1,D,0,1,A,,,,,,,,,,,,,
29/08/99,15h00,Venezia,Udinese,1,1,D,0,0,D,,,,,,,,,,,,,
30/08/99,15h00,Lazio,Cagliari,2,1,H,1,0,H,,,,,,,,,,,,,
11/09/99,15h00,Bari,Lazio,0,0,D,0,0,D,,,,,,,,,,,,,
11/09/99,18h00,Reggina,Fiorentina,2,2,D,1,2,A,,,,,,,,,,,,,
11/09/99,20h45,Udinese,Piacenza,3,0,H,1,0,H,,,,,,,,,,,,,
12/09/99,15h00,Cagliari,Juventus,0,1,A,0,0,D,,,,,,,,,,,,,
12/09/99,18h00,Milan,Perugia,3,1,H,1,1,D,,,,,,,,,,,,,
12/09/99,15h00,Parma,Bologna,1,1,D,0,0,D,,,,,,,,,,,,,
12/09/99,18h00,Roma,Inter,0,0,D,0,0,D,,,,,,,,,,,,,
12/09/99,18h00,Torino,Venezia,2,1,H,0,1,A,,,,,,,,,,,,,
12/09/99,20h45,Verona,Lecce,2,0,H,2,0,H,,,,,,,,,,,,,
18/09/99,15h00,Bari,Milan,1,1,D,1,1,D,,,,,,,,,,,,,
18/09/99,18h00,Perugia,Cagliari,3,0,H,3,0,H,,,,,,,,,,,,,
19/09/99,15h00,Bologna,Reggina,0,1,A,0,0,D,,,,,,,,,,,,,
19/09/99,20h45,Fiorentina,Verona,4,1,H,2,0,H,,,,,,,,,,,,,
19/09/99,20h45,Inter,Parma,5,1,H,3,1,H,,,,,,,,,,,,,
19/09/99,20h45,Juventus,Udinese,4,1,H,3,0,H,,,,,,,,,,,,,
19/09/99,15h00,Lazio,Torino,3,0,H,2,0,H,,,,,,,,,,,,,
19/09/99,18h00,Piacenza,Lecce,1,1,D,1,1,D,,,,,,,,,,,,,
19/09/99,20h45,Venezia,Roma,1,3,A,0,1,A,,,,,,,,,,,,,
25/09/99,15h00,Lecce,Juventus,2,0,H,1,0,H,,,,,,,,,,,,,
25/09/99,15h00,Milan,Bologna,4,0,H,2,0,H,,,,,,,,,,,,,
26/09/99,18h00,Cagliari,Venezia,1,1,D,1,1,D,,,,,,,,,,,,,
26/09/99,15h00,Parma,Lazio,1,2,A,0,1,A,,,,,,,,,,,,,
26/09/99,15h00,Reggina,Piacenza,1,0,H,0,0,D,,,,,,,,,,,,,
