Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
29/08/93,20h45,Atalanta,Cagliari,5,2,H,,,,,,,,,,,,,,,,
29/08/93,15h00,Genoa,Roma,2,0,H,,,,,,,,,,,,,,,,
29/08/93,18h00,Inter,Reggiana,2,1,H,,,,,,,,,,,,,,,,
29/08/93,20h45,Juventus,Cremonese,1,0,H,,,,,,,,,,,,,,,,
29/08/93,18h00,Lazio,Foggia,0,0,D,,,,,,,,,,,,,,,,
29/08/93,18h00,Lecce,Milan,0,1,A,,,,,,,,,,,,,,,,
29/08/93,15h00,Napoli,Sampdoria,1,2,A,,,,,,,,,,,,,,,,
29/08/93,15h00,Piacenza,Torino,0,3,A,,,,,,,,,,,,,,,,
29/08/93,20h45,Udinese,Parma,0,1,A,,,,,,,,,,,,,,,,
05/09/93,20h45,Cagliari,Udinese,1,2,A,,,,,,,,,,,,,,,,
05/09/93,18h00,Cremonese,Napoli,2,0,H,,,,,,,,,,,,,,,,
05/09/93,15h00,Foggia,Inter,1,1,D,,,,,,,,,,,,,,,,
05/09/93,20h45,Milan,Genoa,1,0,H,,,,,,,,,,,,,,,,
05/09/93,18h00,Parma,Lecce,1,0,H,,,,,,,,,,,,,,,,
05/09/93,20h45,Reggiana,Lazio,0,0,D,,,,,,,,,,,,,,,,
05/09/93,18h00,Roma,Juventus,2,1,H,,,,,,,,,,,,,,,,
05/09/93,18h00,Sampdoria,Piacenza,2,1,H,,,,,,,,,,,,,,,,
05/09/93,15h00,Torino,Atalanta,2,1,H,,,,,,,,,,,,,,,,
08/09/93,15h00,Atalanta,Reggiana,2,1,H,,,,,,,,,,,,,,,,
08/09/93,18h00,Genoa,Cagliari,1,1,D,,,,,,,,,,,,,,,,
08/09/93,15h00,Inter,Cremonese,2,1,H,,,,,,,,,,,,,,,,
08/09/93,15h00,Juventus,Sampdoria,3,1,H,,,,,,,,,,,,,,,,
08/09/93,15h00,Lazio,Parma,2,1,H,,,,,,,,,,,,,,,,
08/09/93,20h45,Lecce,Foggia,0,2,A,,,,,,,,,,,,,,,,
08/09/93,20h45,Napoli,Torino,0,0,D,,,,,,,,,,,,,,,,
08/09/93,20h45,Piacenza,Milan,0,0,D,,,,,,,,,,,,,,,,
08/09/93,20h45,Udinese,Roma,0,0,D,,,,,,,,,,,,,,,,
12/09/93,15h00,Cagliari,Inter,1,0,H,,,,,,,,,,,,,,,,
12/09/93,20h45,Cremonese,Lazio,1,0,H,,,,,,,,,,,,,,,,
12/09/93,18h00,Foggia,Juventus,1,1,D,,,,,,,,,,,,,,,,
12/09/93,18h00,Milan,Atalanta,2,0,H,,,,,,,,,,,,,,,,
12/09/93,20h45,Parma,Genoa,2,1,H,,,,,,,,,,,,,,,,
12/09/93,20h45,Reggiana,Piacenza,1,1,D,,,,,,,,,,,,,,,,
12/09/93,18h00,Roma,Napoli,2,3,A,,,,,,,,,,,,,,,,
12/09/93,15h00,Sampdoria,Lecce,2,1,H,,,,,,,,,,,,,,,,
12/09/93,18h00,Torino,Udinese,1,0,H,,,,,,,,,,,,,,,,
19/09/93,15h00,Atalanta,Cremonese,0,0,D,,,,,,,,,,,,,,,,
19/09/93,20h45,Foggia,Cagliari,0,1,A,,,,,,,,,,,,,,,,
19/09/93,20h45,Genoa,Napoli,0,0,D,,,,,,,,,,,,,,,,
19/09/93,20h45,Juventus,Reggiana,4,0,H,,,,,,,,,,,,,,,,
19/09/93,15h00,Lazio,Inter,0,0,D,,,,,,,,,,,,,,,,
19/09/93,15h00,Milan,Roma,2,0,H,,,,,,,,,,,,,,,,
19/09/93,18h00,Parma,Torino,3,0,H,,,,,,,,,,,,,,,,
19/09/93,15h00,Piacenza,Lecce,2,1,H,,,,,,,,,,,,,,,,
19/09/93,18h00,Udinese,Sampdoria,0,2,A,,,,,,,,,,,,,,,,
26/09/93,20h45,Cagliari,Lazio,4,1,H,,,,,,,,,,,,,,,,
26/09/93,15h00,Cremonese,Milan,0,2,A,,,,,,,,,,,,,,,,
26/09/93,18h00,Inter,Piacenza,2,0,H,,,,,,,,,,,,,,,,
26/09/93,15h00,Lecce,Juventus,1,1,D,,,,,,,,,,,,,,,,
26/09/93,18h00,Napoli,Udinese,2,1,H,,,,,,,,,,,,,,,,
26/09/93,18h00,Reggiana,Foggia,0,0,D,,,,,,,,,,,,,,,,
26/09/93,18h00,Roma,Atalanta,2,1,H,,,,,,,,,,,,,,,,
26/09/93,15h00,Sampdoria,Parma,1,1,D,,,,,,,,,,,,,,,,
26/09/93,15h00,Torino,Genoa,2,0,H,,,,,,,,,,,,,,,,
03/10/93,15h00,Atalanta,Sampdoria,1,4,A,,,,,,,,,,,,,,,,
03/10/93,18h00,Genoa,Reggiana,0,0,D,,,,,,,,,,,,,,,,
03/10/93,20h45,Juventus,Torino,3,2,H,,,,,,,,,,,,,,,,
03/10/93,20h45,Milan,Lazio,0,0,D,,,,,,,,,,,,,,,,
03/10/93,18h00,Napoli,Inter,0,0,D,,,,,,,,,,,,,,,,
03/10/93,15h00,Parma,Foggia,3,0,H,,,,,,,,,,,,,,,,
03/10/93,15h00,Piacenza,Cagliari,1,1,D,,,,,,,,,,,,,,,,
03/10/93,15h00,Roma,Cremonese,1,2,A,,,,,,,,,,,,,,,,
03/10/93,20h45,Udinese,Lecce,2,1,H,,,,,,,,,,,,,,,,
17/10/93,15h00,Cagliari,Napoli,1,2,A,,,,,,,,,,,,,,,,
17/10/93,20h45,Cremonese,Parma,0,0,D,,,,,,,,,,,,,,,,
17/10/93,20h45,Foggia,Milan,1,1,D,,,,,,,,,,,,,,,,
17/10/93,18h00,Inter,Torino,0,0,D,,,,,,,,,,,,,,,,
17/10/93,20h45,Juventus,Atalanta,2,1,H,,,,,,,,,,,,,,,,
17/10/93,20h45,Lazio,Piacenza,1,0,H,,,,,,,,,,,,,,,,
17/10/93,20h45,Lecce,Genoa,0,0,D,,,,,,,,,,,,,,,,
17/10/93,15h00,Reggiana,Udinese,1,1,D,,,,,,,,,,,,,,,,
17/10/93,20h45,Sampdoria,Roma,0,1,A,,,,,,,,,,,,,,,,
