Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
27/08/95,20h45,Atalanta,Parma,1,1,D,0,0,D,,,,,,,,,,,,,
27/08/95,15h00,Bari,Napoli,1,1,D,1,0,H,,,,,,,,,,,,,
27/08/95,20h45,Fiorentina,Torino,2,0,H,0,0,D,,,,,,,,,,,,,
27/08/95,20h45,Inter,Vicenza,1,0,H,0,0,D,,,,,,,,,,,,,
27/08/95,18h00,Juventus,Cremonese,4,1,H,1,0,H,,,,,,,,,,,,,
27/08/95,20h45,Lazio,Piacenza,4,1,H,1,0,H,,,,,,,,,,,,,
27/08/95,20h45,Padova,Milan,1,2,A,1,2,A,,,,,,,,,,,,,
27/08/95,15h00,Sampdoria,Roma,1,1,D,1,1,D,,,,,,,,,,,,,
27/08/95,18h00,Udinese,Cagliari,1,0,H,0,0,D,,,,,,,,,,,,,
10/09/95,18h00,Cagliari,Lazio,0,1,A,0,1,A,,,,,,,,,,,,,
10/09/95,20h45,Cremonese,Sampdoria,0,0,D,0,0,D,,,,,,,,,,,,,
10/09/95,20h45,Milan,Udinese,2,1,H,1,0,H,,,,,,,,,,,,,
10/09/95,20h45,Napoli,Padova,2,0,H,1,0,H,,,,,,,,,,,,,
10/09/95,20h45,Parma,Inter,2,1,H,0,1,A,,,,,,,,,,,,,
10/09/95,18h00,Piacenza,Juventus,0,4,A,0,1,A,,,,,,,,,,,,,
10/09/95,20h45,Roma,Atalanta,0,1,A,0,0,D,,,,,,,,,,,,,
10/09/95,15h00,Torino,Bari,3,1,H,1,1,D,,,,,,,,,,,,,
10/09/95,15h00,Vicenza,Fiorentina,1,0,H,0,0,D,,,,,,,,,,,,,
17/09/95,20h45,Atalanta,Napoli,1,3,A,1,1,D,,,,,,,,,,,,,
17/09/95,20h45,Bari,Lazio,3,3,D,2,1,H,,,,,,,,,,,,,
17/09/95,18h00,Fiorentina,Cagliari,3,1,H,3,1,H,,,,,,,,,,,,,
17/09/95,20h45,Inter,Piacenza,0,0,D,0,0,D,,,,,,,,,,,,,
17/09/95,20h45,Juventus,Vicenza,1,0,H,1,0,H,,,,,,,,,,,,,
17/09/95,18h00,Padova,Torino,1,1,D,1,1,D,,,,,,,,,,,,,
17/09/95,18h00,Roma,Milan,1,2,A,1,1,D,,,,,,,,,,,,,
17/09/95,20h45,Sampdoria,Parma,3,0,H,1,0,H,,,,,,,,,,,,,
17/09/95,18h00,Udinese,Cremonese,3,2,H,0,0,D,,,,,,,,,,,,,
24/09/95,18h00,Cagliari,Juventus,0,0,D,0,0,D,,,,,,,,,,,,,
24/09/95,20h45,Cremonese,Roma,0,1,A,0,0,D,,,,,,,,,,,,,
24/09/95,15h00,Lazio,Udinese,2,2,D,2,1,H,,,,,,,,,,,,,
24/09/95,18h00,Milan,Atalanta,3,0,H,1,0,H,,,,,,,,,,,,,
24/09/95,18h00,Napoli,Inter,2,1,H,1,0,H,,,,,,,,,,,,,
24/09/95,15h00,Parma,Fiorentina,3,0,H,2,0,H,,,,,,,,,,,,,
24/09/95,20h45,Piacenza,Bari,3,2,H,1,0,H,,,,,,,,,,,,,
24/09/95,18h00,Torino,Sampdoria,1,1,D,0,0,D,,,,,,,,,,,,,
24/09/95,15h00,Vicenza,Padova,2,1,H,1,1,D,,,,,,,,,,,,,
01/10/95,15h00,Atalanta,Piacenza,2,0,H,1,0,H,,,,,,,,,,,,,
01/10/95,20h45,Bari,Milan,1,0,H,0,0,D,,,,,,,,,,,,,
01/10/95,18h00,Fiorentina,Cremonese,3,2,H,2,1,H,,,,,,,,,,,,,
01/10/95,15h00,Inter,Torino,4,0,H,3,0,H,,,,,,,,,,,,,
01/10/95,20h45,Juventus,Napoli,1,1,D,0,0,D,,,,,,,,,,,,,
01/10/95,18h00,Padova,Parma,1,3,A,0,2,A,,,,,,,,,,,,,
01/10/95,18h00,Roma,Lazio,0,0,D,0,0,D,,,,,,,,,,,,,
