Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
14/08/98,14h30,Duisburg,Ein Frankfurt,2,1,H,1,1,D,,,,,,,,,,,,,
14/08/98,14h30,Stuttgart,Dortmund,2,1,H,2,1,H,,,,,,,,,,,,,
15/08/98,17h30,Bochum,Freiburg,1,2,A,0,0,D,,,,,,,,,,,,,
15/08/98,19h30,Leverkusen,Hansa Rostock,3,1,H,1,1,D,,,,,,,,,,,,,
15/08/98,17h30,M'gladbach,Schalke 04,3,0,H,2,0,H,,,,,,,,,,,,,
15/08/98,14h30,Munich 1860,Kaiserslautern,1,2,A,1,1,D,,,,,,,,,,,,,
15/08/98,17h30,Nurnberg,Hamburg,1,1,D,0,0,D,,,,,,,,,,,,,
15/08/98,19h30,Wolfsburg,Bayern Munich,0,1,A,0,0,D,,,,,,,,,,,,,
16/08/98,19h30,Hertha,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,,,
21/08/98,14h30,Hansa Rostock,Wolfsburg,3,3,D,2,2,D,,,,,,,,,,,,,
21/08/98,17h30,Werder Bremen,Nurnberg,2,3,A,2,2,D,,,,,,,,,,,,,
22/08/98,17h30,Bayern Munich,Duisburg,3,1,H,1,1,D,,,,,,,,,,,,,
22/08/98,19h30,Dortmund,Hertha,3,0,H,1,0,H,,,,,,,,,,,,,
22/08/98,17h30,Ein Frankfurt,Munich 1860,2,3,A,1,1,D,,,,,,,,,,,,,
22/08/98,19h30,Freiburg,Leverkusen,1,1,D,0,0,D,,,,,,,,,,,,,
22/08/98,17h30,Kaiserslautern,M'gladbach,2,1,H,1,0,H,,,,,,,,,,,,,
22/08/98,14h30,Schalke 04,Stuttgart,1,0,H,0,0,D,,,,,,,,,,,,,
23/08/98,19h30,Hamburg,Bochum,1,0,H,1,0,H,,,,,,,,,,,,,
08/09/98,17h30,Bochum,Werder Bremen,2,0,H,1,0,H,,,,,,,,,,,,,
08/09/98,19h30,Duisburg,Munich 1860,1,1,D,1,0,H,,,,,,,,,,,,,
08/09/98,19h30,M'gladbach,Ein Frankfurt,1,1,D,0,0,D,,,,,,,,,,,,,
08/09/98,14h30,Stuttgart,Kaiserslautern,4,0,H,1,0,H,,,,,,,,,,,,,
08/09/98,19h30,Wolfsburg,Freiburg,1,1,D,0,1,A,,,,,,,,,,,,,
09/09/98,14h30,Bayern Munich,Hansa Rostock,6,1,H,0,0,D,,,,,,,,,,,,,
09/09/98,14h30,Hertha,Schalke 04,2,0,H,0,0,D,,,,,,,,,,,,,
09/09/98,19h30,Leverkusen,Hamburg,1,2,A,0,0,D,,,,,,,,,,,,,
09/09/98,17h30,Nurnberg,Dortmund,0,0,D,0,0,D,,,,,,,,,,,,,
11/09/98,17h30,Ein Frankfurt,Stuttgart,1,1,D,0,0,D,,,,,,,,,,,,,
11/09/98,19h30,Munich 1860,M'gladbach,3,1,H,2,0,H,,,,,,,,,,,,,
12/09/98,19h30,Freiburg,Bayern Munich,0,2,A,0,2,A,,,,,,,,,,,,,
12/09/98,17h30,Hamburg,Wolfsburg,1,1,D,1,0,H,,,,,,,,,,,,,
12/09/98,14h30,Hansa Rostock,Duisburg,3,0,H,0,0,D,,,,,,,,,,,,,
12/09/98,19h30,Kaiserslautern,Hertha,4,3,H,1,2,A,,,,,,,,,,,,,
12/09/98,14h30,Schalke 04,Nurnberg,2,2,D,2,0,H,,,,,,,,,,,,,
12/09/98,19h30,Werder Bremen,Leverkusen,2,2,D,0,1,A,,,,,,,,,,,,,
13/09/98,17h30,Dortmund,Bochum,0,1,A,0,0,D,,,,,,,,,,,,,
18/09/98,14h30,Hansa Rostock,Freiburg,0,2,A,0,0,D,,,,,,,,,,,,,
18/09/98,19h30,Hertha,Ein Frankfurt,3,1,H,1,1,D,,,,,,,,,,,,,
19/09/98,19h30,Bochum,Schalke 04,1,2,A,0,0,D,,,,,,,,,,,,,
19/09/98,17h30,Leverkusen,Dortmund,3,1,H,1,0,H,,,,,,,,,,,,,
